,region_id,region_type_id,region_name,region_type,period_begin,period_end,duration,total_homes_sold,total_homes_sold_yoy,average_homes_sold,average_homes_sold_yoy,total_homes_sold_with_price_drops,total_homes_sold_with_price_drops_yoy,average_homes_sold_with_price_drops,average_homes_sold_with_price_drops_yoy,percent_homes_sold_with_price_drops,percent_homes_sold_with_price_drops_yoy,median_sale_price,median_sale_price_yoy,median_sale_ppsf,median_sale_ppsf_yoy,median_days_to_close,median_days_to_close_yoy,price_drops,price_drops_yoy,percent_active_listings_with_price_drops,percent_active_listings_with_price_drops_yoy,pending_sales,pending_sales_yoy,median_pending_sqft,median_pending_sqft_yoy,off_market_in_two_weeks,off_market_in_two_weeks_yoy,off_market_in_one_week,off_market_in_one_week_yoy,percent_off_market_in_two_weeks,percent_off_market_in_two_weeks_yoy,percent_off_market_in_one_week,percent_off_market_in_one_week_yoy,total_new_listings,total_new_listings_yoy,average_new_listings,average_new_listings_yoy,median_new_listing_price,median_new_listing_price_yoy,median_new_listing_ppsf,median_new_listing_ppsf_yoy,inventory,inventory_yoy,total_active_listings,total_active_listings_yoy,active_listings,active_listings_yoy,age_of_inventory,age_of_inventory_yoy,homes_delisted,homes_delisted_yoy,percent_active_listings_delisted,percent_active_listings_delisted_yoy,median_active_list_price,median_active_list_price_yoy,median_active_list_ppsf,median_active_list_ppsf_yoy,average_of_median_list_price_amount,average_of_median_list_price_amount_yoy,average_of_median_offer_price_amount,average_of_median_offer_price_amount_yoy,avg_offer_to_list,avg_offer_to_list_yoy,average_sale_to_list_ratio,average_sale_to_list_ratio_yoy,median_days_on_market,median_days_on_market_yoy,pending_sales_to_sales_ratio,pending_sales_to_sales_ratio_yoy,months_of_supply,months_of_supply_yoy,average_pending_sales_listing_updates,average_pending_sales_listing_updates_yoy,percent_total_price_drops_of_inventory,percent_total_price_drops_of_inventory_yoy,percent_homes_sold_above_list,percent_homes_sold_above_list_yoy,price_drop_percent_of_old_list_price,price_drop_percent_of_old_list_price_yoy,last_updated,average_adjustment_average_homes_delisted,adjusted_average_homes_delisted,average_adjustment_average_homes_sold,adjusted_average_homes_sold,average_adjustment_average_new_listings,adjusted_average_new_listings,average_adjustment_pending_sales,adjusted_pending_sales,adjusted_average_homes_delisted_yoy,adjusted_average_homes_sold_yoy,adjusted_average_new_listings_yoy,adjusted_pending_sales_yoy
659752,34940,-2,"Naples, FL metro area",metro,2022-02-21,2022-03-20,4 weeks,1101.0,-0.41715193223928,275.0,-0.4173728813559322,127.0,-0.6954436450839327,31.0,-0.7019230769230768,0.1176515779097973,-0.1025884430769684,593750.0,0.3453041803557268,347.3902016525665,0.4531256260683549,35.5,-3.7,75.0,-0.0625,0.0661812120932724,0.0339783929853013,51.0,-0.866840731070496,1653.5,-0.0590678882376373,26.0,-0.8818181818181818,21.0,-0.8771929824561404,0.501574848024316,-0.0727445609679957,0.4026925025329281,-0.0446348220619734,830.0,-0.4879703886489821,207.0,-0.4888888888888889,799847.1,0.5722969260633461,455.7000645510804,0.6699595776467686,1049.0,-0.4723340040241448,4580.0,-0.54076005214078,1145.0,-0.5407139991977536,29.6,-12.6,37.0,0.1935483870967742,0.0332549450003173,0.020595375115885,893500.0,0.7019858088480404,514.4478119471996,0.8271147845150841,792966.6659999999,-0.73603852534869,754666.6659999999,-0.7431905513633076,0.9804432078984971,0.0299586300465042,1.0080552341408806,0.0361153388032635,8.699999999999998,-30.3,0.1969064799367033,-0.6286283147832153,4.28098763380814,-1.073134737726348,352.0,-0.4033898305084745,0.2859866539561487,0.1245178410788851,0.430826832297821,0.3186958855526378,0.0563420944367825,0.0124166200421157,2022-03-23 17:53:25,0.9207481849574708,34.067682843426425,1.0470672227388838,287.94348625319304,0.9176857671754948,189.96095380532745,3.151712883714926,160.7373570694612,0.0989575110782718,-0.3899502409889977,-0.5309606078880804,-0.5803202165288219
659760,40900,-2,"Sacramento, CA metro area",metro,2022-02-07,2022-03-06,4 weeks,2120.0,-0.0093457943925233,530.0,-0.0093457943925233,282.0,0.0804597701149425,70.0,0.0769230769230768,0.1348009440047594,0.0132162871894612,579250.0,0.1614035087719298,346.4835424096691,0.1967092562379342,24.2,-5.0,91.0,0.1666666666666667,0.0385816669085693,0.0077116336856043,542.0,-0.0091407678244972,1689.8,-0.0014772794421792,414.0,-0.0142857142857142,312.0,-0.0602409638554216,0.7635281095225454,-0.0045051872185559,0.57523260416843,-0.0317845498849825,2631.0,-0.0037864445285876,657.0,-0.0045454545454545,588387.2,0.1813817889770101,342.9204031738957,0.1785117739248494,1742.0,-0.0855643044619422,9441.0,-0.0651549658382017,2360.0,-0.0649762282091918,15.5,-4.1,41.0,0.0249999999999999,0.0175556767292714,0.0015620027816282,633358.7,0.1522421430845499,348.7060082452941,0.1535136412852464,649725.0,0.050527507174906,675000.0,0.0396611474778589,1.0474920777140024,0.0165893339685772,1.0309366665852675,0.0067725045708724,7.7,-0.2999999999999999,1.0426760565443711,0.0121793403831393,4.520666105286408,-0.2409484657918525,697.0,-0.050408719346049,0.2095292766934558,0.0457497491344006,0.6817619489155015,0.0442090144689056,0.0413807208961736,-0.0001813854759913,2022-03-23 17:53:25,0.973403956600086,39.909562220603526,1.0103103262086777,535.4644728905992,1.013152432540921,665.6411481793849,1.0048285713741176,544.6170856847717,-0.0022609444849116,0.0008681736272881,0.0085471942111892,-0.0043563333002345
660344,17660,-2,"Coeur d'Alene, ID metro area",metro,2022-01-31,2022-02-27,4 weeks,202.0,-0.223076923076923,50.0,-0.2307692307692307,33.0,1.5384615384615383,8.0,1.6666666666666663,0.1637931197001745,0.1180826364896913,547221.8,0.2390221172033812,310.56410098253457,0.2785897514897512,34.0,-2.7,7.0,0.3999999999999999,0.0323140757937034,0.0109202976245914,58.0,-0.1830985915492957,1866.2,-0.0201617137456683,49.0,-0.2575757575757575,44.0,-0.2786885245901639,0.8278186274509803,-0.0913845176725415,0.7446603641456581,-0.1121996529776294,285.0,-0.2016806722689075,71.0,-0.202247191011236,574587.5,0.15779478215313,335.09364428562543,0.250332281050946,171.0,-0.0284090909090909,955.0,-0.0581854043392504,238.0,-0.0592885375494071,28.0,6.2,4.0,0.0,0.0188959183781304,0.0032186295763325,750501.6999999998,0.1672330961545938,364.49632223935333,0.1953409287153329,795000.0,0.223265117710417,1135000.0,0.816,1.0,0.0383135867056469,0.9982989760841856,-0.0346275954771064,9.8,6.3,1.1772578340327502,-0.001849424815888,4.778948735205734,0.6503968738952519,61.0,-0.046875,0.1812865497076023,0.0562865497076023,0.3180359492649526,-0.2163565377137413,0.0388590358013572,-0.0062563358118229,2022-03-23 17:53:25,0.9892857142857142,3.957142857142857,1.0009784735812133,50.04892367906066,1.000131809178599,71.00935845168051,0.99890836587593,57.93668522080394,-0.0107142857142857,-0.2300165587836821,-0.2021420398687583,-0.1839903490027614
664247,25180,-2,"Hagerstown, MD metro area",metro,2022-02-14,2022-03-13,4 weeks,422.0,0.1018276762402088,105.0,0.1052631578947369,77.0,0.1159420289855073,19.0,0.1176470588235294,0.1734603772432719,-0.0054715976445852,262000.0,0.1757235523903761,148.96339362883435,0.1944882804639473,20.0,-0.5,18.0,0.1999999999999999,0.0271444864587231,0.0065162490349722,97.0,0.2763157894736842,1842.7,0.055686049842452,56.0,0.3999999999999999,49.0,0.4848484848484848,0.5783328503815319,0.0592357123752258,0.4993241089539264,0.0660784592509212,473.0,0.0677200902934538,118.0,0.0727272727272727,285162.5,0.1701528292534002,150.78782998282122,0.1131149285558659,561.0,-0.1081081081081081,2765.0,-0.0604825008494733,691.0,-0.0598639455782312,33.2,-8.3,13.0,0.1818181818181818,0.0194670265394153,0.004179206588596,292085.0,0.2095032665718945,158.15790678417446,0.1801671198469536,422646.666,-0.0171007767441859,420480.0,-0.0655999999999999,0.99538014083645,-0.0496063090280487,0.9994442926568912,0.0045795004986575,32.0,-3.8,0.9673987833527306,0.1249471173716529,6.89791361337414,-1.3645188071465153,130.0,-0.0579710144927536,0.1336898395721925,0.0367105072987426,0.3750536571260255,0.0481434349952152,0.0484623449273237,-0.00964403441204,2022-03-23 17:53:25,0.9012025964231848,11.715633753501402,1.0256516381427698,107.69342200499084,1.0498077356707305,123.87731280914618,1.0176920160470189,98.71612555656081,0.065057613954673,0.1336149684735876,0.1261573891740561,0.2988963889021161
669225,31020,-2,"Longview, WA metro area",metro,2022-01-31,2022-02-27,4 weeks,117.0,0.0833333333333332,29.0,0.0740740740740741,22.0,-0.0833333333333333,5.0,-0.1666666666666666,0.1899667524667524,-0.0242257941170984,379568.7,0.1167891136447223,241.488836640948,0.1672294095977313,30.8,-4.5,6.0,1.0,0.0487156446401863,0.0167141354341931,35.0,0.3461538461538462,1634.2,-0.0471692612675644,23.0,0.0454545454545454,20.0,0.1111111111111111,0.6637657361795292,-0.1630855526282811,0.5760878489326765,-0.1284913882552564,134.0,0.1858407079646018,33.0,0.1785714285714286,364612.5,0.0401903089310657,255.80613355404245,0.2028056982295831,100.0,0.3513513513513513,560.0,0.3461538461538462,140.0,0.3461538461538462,32.5,3.0,2.0,1.0,0.0141367900642217,-0.0012229933367987,370187.5,0.0052613713509843,243.75961345669467,0.1091918235682347,299900.0,0.1996,303422.0,0.2136880000000001,1.0117439146382128,0.0117439146382127,1.008964772073397,-0.0092833346707297,8.3,-2.3,1.2967543436293436,0.289141765989592,5.373237076362075,1.4558088931322617,41.0,0.1388888888888888,0.27,0.0943243243243243,0.4492505898755898,-0.158346459813851,0.0593440293449855,0.0026714381413213,2022-03-23 17:53:25,0.9642857142857144,1.9285714285714288,1.0,29.0,1.0031606125356125,33.10430021367521,0.9922167487684728,34.727586206896554,0.9285714285714286,0.0740740740740741,0.1822964362026859,0.3356763925729444
669775,26620,-2,"Huntsville, AL metro area",metro,2022-01-31,2022-02-27,4 weeks,698.0,-0.0385674931129476,174.0,-0.0386740331491712,96.0,-0.0679611650485436,24.0,-0.04,0.1396243868505018,0.003526356750131,315503.3,0.2235511153976963,151.91591629212505,0.2435935303363479,22.1,8.8,24.0,0.5,0.0173427013399815,0.007557550167144,214.0,0.3806451612903225,2063.0,0.0187151251790036,132.0,0.7368421052631579,115.0,0.9491525423728812,0.6181020091626812,0.1252864166113726,0.5377739751630222,0.15576123739739,920.0,0.1288343558282207,230.0,0.1330049261083743,330766.7,0.1992965207472356,155.33674240449113,0.1806926472296079,1130.0,-0.2270861833105335,5612.0,-0.1554552294958615,1403.0,-0.1553281155930162,47.1,-2.1,15.0,2.0,0.0113223325772607,0.008255486833571,358374.1,0.1996789689513767,158.05636681625825,0.214223766294314,339250.0,-0.0193419189666488,361277.75,0.0039718103590815,1.056152166054008,0.0609549971965761,1.016724808385013,0.0076090315715766,33.1,-4.0,1.2399538097839784,0.3712916342492291,8.228533573337902,-1.588113070818732,221.0,0.0780487804878049,0.0858407079646017,0.0413810636417563,0.4382257829648608,0.0599140353382011,0.0522766833775281,0.0010503341390509,2022-03-23 17:53:25,0.9747755920550036,14.621633880825057,1.0032152163928958,174.55944765236387,1.035617045492383,238.1919204632481,1.061979989053614,227.26371765747336,1.9243267761650111,-0.035583162141636,0.1733592141046704,0.4662175332740217
671321,40340,-2,"Rochester, MN metro area",metro,2022-02-14,2022-03-13,4 weeks,189.0,0.0161290322580645,47.0,0.0217391304347827,37.0,-0.2884615384615384,9.0,-0.3076923076923077,0.1904978899164945,-0.1256623494452075,280125.0,0.0850177495540824,153.96336020244345,0.1182479561577578,34.1,-2.0,10.0,-0.1666666666666666,0.0335028085485416,-0.0051519746395423,53.0,0.0,1883.6,-0.0139252434300074,37.0,0.0,26.0,0.0,0.6990301694841528,-0.0010067663324936,0.4875685113995356,0.0010588311167642,260.0,-0.1186440677966101,65.0,-0.1095890410958904,336037.5,0.2041657334826427,169.05337022366407,0.1516803383204947,244.0,-0.0651340996168582,1229.0,-0.0531587057010786,307.0,-0.0524691358024691,36.5,4.7,4.0,3.0,0.0127892586025428,0.0089937218637806,363025.0,0.1648483876143109,177.1908932852215,0.1350426040056556,388283.333,-0.1164334213221072,389133.333,-0.1277071422807237,1.003090409308922,-0.0258249535517398,1.006157900382966,-9.753593740224886e-05,21.5,-6.3,1.2394720301697046,-0.012516001745189,7.082459369668672,-0.6019355771398383,78.0,-0.048780487804878,0.1721311475409836,-0.01943973368507,0.4359252940648289,-0.0236358761479369,0.0422197300210516,0.0058368728867939,2022-03-23 17:53:25,0.8097222222222222,3.238888888888889,1.0148968287201967,47.700150949849245,1.0072623682565347,65.47205393667475,1.0043035135201035,53.22808621656549,2.238888888888889,0.0369598032575924,-0.1031225488126745,0.0043035135201034
673149,40900,-2,"Sacramento, CA metro area",metro,2022-01-31,2022-02-27,4 weeks,2033.0,0.0024654832347139,508.0,0.0019723865877712,298.0,0.1078066914498141,74.0,0.1044776119402985,0.1483831761163149,0.0167256601395199,573000.0,0.1693877551020408,345.04223553721283,0.1994759735163105,24.0,-4.7,85.0,0.1486486486486486,0.0367549512246654,0.0062845452827096,534.0,0.0511811023622046,1688.5,-0.0063555581710115,407.0,0.0571428571428571,308.0,0.0440677966101694,0.7615913224503021,0.0050297833712209,0.5765022945540899,-0.0023953227015133,2486.0,0.0040387722132471,621.0,0.0032310177705976,588162.2,0.1752572664021068,341.2272935232347,0.1772290407313013,1705.0,-0.0862808145766345,9279.0,-0.0527766435279706,2319.0,-0.0530828909759085,16.5,-4.8,41.0,0.0,0.0176592565644406,0.0008839551432891,631858.7,0.146905114126242,347.5194093863424,0.1517987098187518,642375.0,0.1225916379046703,668500.0,0.0751909931644552,1.044621454516901,0.0106310698190077,1.0266085316849176,0.0032952457519743,9.2,0.5,1.0687941514008843,0.0614836977105999,4.629453640433686,-0.2381546377770833,695.0,-0.0183615819209039,0.2,0.0397642015005359,0.6568520976609316,0.0346878581206011,0.0402695754361406,-0.0009000682046989,2022-03-23 17:53:25,0.998918547407736,40.95566044371718,1.0027609002506568,509.4025373273336,1.0079299407636202,625.9244932142082,1.0043299499906535,536.3121932950091,-0.0010814525922638,0.0047387324010526,0.0111865803137449,0.0557326639665534
673337,43220,-2,"Shelton, WA metro area",metro,2022-02-21,2022-03-20,4 weeks,106.0,0.1777777777777778,26.0,0.1818181818181818,13.0,1.1666666666666663,3.0,2.0,0.1090068653456077,0.0395951006397253,397187.5,0.2004591024079451,276.931704838545,0.243247023487954,27.6,-5.9,5.0,0.6666666666666667,0.0563307671860303,0.0231625662186407,24.0,0.1999999999999999,1479.0,-0.0857390121777833,18.0,0.125,15.0,0.25,0.7482553366174056,-0.0688491319816281,0.6246419449005655,1.9360359502784696e-05,116.0,0.0357142857142858,29.0,0.0357142857142858,399987.2,0.262312118552574,268.06574035482134,0.2039523988018208,75.0,0.1363636363636364,407.0,0.1400560224089635,101.0,0.1348314606741574,23.2,4.9,1.0,0.0,0.0098998589130168,-0.006314319065867,441737.5,0.3581505017843236,266.4712503404407,0.1620994034748104,725000.0,0.3653483992467043,684000.0,0.2802994852597098,0.9434482758620688,-0.0661956410518776,1.0348165613357558,0.0096136087511087,5.6,-0.4,1.0141792791387112,0.1094733967857699,4.14077859260415,0.0585535286655307,26.0,0.0,0.3066666666666666,0.1248484848484848,0.6034092682165704,0.0082430278073633,0.0545406540978485,0.0176195005377125,2022-03-23 17:53:25,1.0909090909090908,1.0909090909090908,1.0114081996434938,26.29661319073084,0.993939393939394,28.824242424242428,0.96003996003996,23.040959040959045,0.0909090909090908,0.1953005995786745,0.0294372294372295,0.1520479520479523
673390,16984,-2,"Chicago, IL metro area",metro,2022-02-14,2022-03-13,4 weeks,6765.0,-0.0323272779287655,1691.0,-0.0320549513451631,1293.0,-0.1470976253298153,323.0,-0.1477572559366754,0.1927236192581495,-0.02242601291207,299125.0,0.0496523733811315,185.74058297799704,0.1141522443739386,0.0,-42.5,409.0,-0.1425576519916143,0.0187792464222686,-0.0092955489258887,1170.0,-0.3726541554959785,1532.3,-0.0825100293395605,238.0,-0.8117088607594936,179.0,-0.8246816846229186,0.2049309789100136,-0.4704894635151472,0.1541948299294715,-0.3908333447045087,9423.0,-0.0842565597667638,2355.0,-0.0843701399688957,323625.0,0.0035661679199938,200.8502840926009,0.0638619098031683,19795.0,0.3709398157767158,87203.0,0.2852510722339312,21800.0,0.2852257988444759,41.2,-14.8,305.0,0.0553633217993079,0.0139654442498405,-0.0031158525804506,312475.0,-0.026481813225329,195.32256700852253,-0.0263595729718111,388462.5,0.0390865320315634,392000.0,0.0761839396019217,0.9978544028643376,0.019320570232794,0.9932838284739722,0.0093065406904644,57.7,29.0,0.69887983996621,-0.3928376229687152,13.186406524235204,3.203108014128494,5099.0,0.9801941747572817,0.0827986865370042,-0.0493434285679198,0.3550390202046803,0.0725578939390479,0.0480325089679521,0.0055192337604709,2022-03-23 17:53:25,0.8156954903451346,248.78712455526605,1.0113595577778056,1710.2090122022694,1.000872488057584,2357.0547093756104,1.0035208203009751,1174.1193597521408,-0.1391448977326434,-0.0210595236392275,-0.0835712638508513,-0.3704453835109164
681283,39580,-2,"Raleigh, NC metro area",metro,2022-01-31,2022-02-27,4 weeks,1773.0,-0.0940214614205416,443.0,-0.0940695296523517,189.0,-0.294776119402985,47.0,-0.2985074626865671,0.1078172511435563,-0.0312866195917184,394863.7,0.2369072033835921,198.10720866609245,0.288142807600459,24.1,10.3,23.0,-0.54,0.0096486441836359,-0.0021268679442472,423.0,-0.0579064587973273,2114.1,-0.0082097954588102,249.0,0.296875,208.0,0.3164556962025315,0.5877709606397473,0.1569750746422808,0.4906986660516378,0.1362114011289203,1912.0,-0.1712180320762896,478.0,-0.1701388888888888,423875.0,0.2469677098980187,203.98357554019896,0.2779347396258029,1960.0,-0.4739667203435319,9835.0,-0.4295905347407493,2458.0,-0.4296983758700696,31.2,-5.8,17.0,-0.1904761904761904,0.0069099408541406,0.0019778637746758,402450.0,0.1188589945754312,198.66257273408104,0.2326307344045703,533727.5,0.2366253475440223,566552.5,0.2309000054315355,1.0776070181700972,0.0504715739871501,1.0253193551590774,0.0186240735139362,27.3,-14.7,0.9707343809439029,0.009333650515526,5.630123180728193,-3.8156380537250616,508.0,-0.2244274809160304,0.048469387755102,-0.0060126304950321,0.5331008100037322,0.0926793495692116,0.048923786256922,0.0101088499238254,2022-03-23 17:53:25,0.9713113447598276,16.51229286091707,1.0101269336836278,447.4862316218472,1.011298786699936,483.40082004256953,1.005222036870743,425.2089215963242,-0.2137003399563299,-0.0848952318571633,-0.1607624652038723,-0.0529868115894782
683222,45300,-2,"Tampa, FL metro area",metro,2022-02-14,2022-03-13,4 weeks,5665.0,-0.0496560979701392,1416.0,-0.0496644295302013,850.0,-0.3333333333333333,212.0,-0.3333333333333333,0.1499359560225909,-0.0649405118423142,356250.0,0.2803349535934733,215.2656126294772,0.2938057505289919,31.0,-1.5,211.0,-0.2327272727272727,0.0416381810526743,0.0048578843449277,1365.0,-0.025,1544.5,-0.0375148002741946,1027.0,0.101931330472103,848.0,0.1187335092348285,0.7525616759059565,0.0868238662127813,0.6210182518980264,0.0797385728977376,5744.0,-0.0669265756985055,1436.0,-0.0669265756985055,369443.1,0.2504420375698086,224.2505569511312,0.2779616381462706,3533.0,-0.3895991706979958,20318.0,-0.3224397238803481,5079.0,-0.3224386339381003,20.5,-11.7,103.0,-0.176,0.0203748901374933,0.0035443166259311,391028.7,0.3287925492492194,235.88536346505444,0.3434477356707601,429250.0,0.0826011431309683,441250.0,0.1153238546603474,1.0197543352205718,0.0133005730836444,1.009357355261565,0.0216192030263925,6.7,-7.1,0.9785380958005396,0.0181974730534021,3.642314408087045,-1.5113899751557498,1698.0,-0.0831533477321814,0.2391735069346164,0.0487795884826468,0.4606682322350684,0.1902493083542274,0.0483098287936668,0.0067916969084569,2022-03-23 17:53:25,0.877701091921656,90.40321246793056,1.0089059267871807,1428.610792330648,1.0158558454951645,1458.7689941310562,0.9805819943548906,1338.4944222944257,-0.2767743002565554,-0.0412008105163435,-0.052131907647137,-0.0439325555039816
684853,17140,-2,"Cincinnati, OH metro area",metro,2022-02-14,2022-03-13,4 weeks,2071.0,-0.0824102791315906,517.0,-0.0833333333333333,368.0,-0.1421911421911421,92.0,-0.1401869158878504,0.1777769862023207,-0.0103987791147165,234725.0,0.0880120516831797,144.30473395531672,0.1137608533298211,0.0,0.0,87.0,-0.074468085106383,0.0199151621736353,0.0014337694942084,434.0,-0.0203160270880361,1595.2,-0.0008768633345859,126.0,-0.0526315789473684,107.0,-0.036036036036036,0.290740785860549,-0.0145152236407316,0.2478650339009946,-0.004962605665947,2478.0,-0.024793388429752,619.0,-0.0251968503937007,249862.5,0.08060330846578,149.53836585123184,0.1306983861677038,3827.0,-0.1553740896049437,17589.0,-0.1414974619289339,4397.0,-0.1415462709878954,33.5,-5.1,46.0,0.0,0.0104826519237875,0.0015055808307561,258675.0,0.0351140456182472,146.78508933335135,0.1099015990646592,349837.5,0.3849465558194773,359374.75,0.4578358095431265,0.99082304547818,0.0040895187843139,1.0033886391828113,0.0129987468235092,38.1,-2.9,0.8408200551304232,0.0502228572216436,8.595343571025019,-0.7631436461940914,680.0,0.0059171597633136,0.0914554481316958,0.0078094538699434,0.4314445111431243,0.1002978450620172,0.0563782411495867,0.0042133865812522,2022-03-23 17:53:25,0.950679981555084,43.731279151533855,1.014316099521407,524.4014234525673,1.0078234184856258,623.8426960426024,1.0184734832546465,442.01749173251653,-0.049320018444916,-0.0702102421053768,-0.0175705574132246,-0.0022178516196014
686202,11260,-2,"Anchorage, AK metro area",metro,2022-02-14,2022-03-13,4 weeks,408.0,-0.074829931972789,102.0,-0.0727272727272727,97.0,-0.2113821138211382,24.0,-0.1999999999999999,0.2396467448560801,-0.0454255123217793,338630.7,0.0824059453412178,198.44219975367704,0.1078105714874706,48.7,0.1,14.0,-0.5483870967741935,0.0256509646836314,-0.0088955025686101,129.0,0.0238095238095237,1708.7,-0.067099803450535,99.0,0.1379310344827586,76.0,0.1875,0.7745327040357075,0.0826344861794149,0.5953986291604165,0.0878995793629918,577.0,-0.0571895424836601,144.0,-0.0588235294117647,378500.0,0.0554567952873923,210.55091607522812,0.1029394878742357,412.0,-0.4578947368421052,2263.0,-0.3801698164886332,565.0,-0.3804824561403509,30.3,-16.7,12.0,0.0909090909090908,0.0212105675033272,0.0086053431817846,391687.5,0.1452850877192981,209.62297294311304,0.1056190770022202,380000.0,0.1474296067034044,378000.0,1.0053050397877985,0.9951807228915664,-0.024289260883447,0.9991452164323968,0.0070313064844612,18.6,-6.5,1.2850252329192546,0.1107152908927773,5.638832958876125,-2.834399502323204,151.0,-0.0792682926829267,0.1407766990291262,-0.0250127746550843,0.4047399755400428,0.1273333754120296,0.0501212701219724,0.0095503637620972,2022-03-23 17:53:25,0.9385025525018534,11.262030630022242,1.0265308363005918,104.70614530266036,1.0374681877995664,149.39541904313757,0.9881288011149548,127.4686153438292,0.0238209663656583,-0.0481259517939967,-0.0235593526592315,0.0116556773319775
687768,29404,-2,"Lake County, IL metro area",metro,2022-02-14,2022-03-13,4 weeks,861.0,-0.1398601398601399,215.0,-0.14,180.0,-0.2741935483870967,45.0,-0.2741935483870967,0.2102211474797548,-0.0390222905329273,278100.0,0.0149327593361223,163.37423425593676,0.1200332338260792,0.0,-40.0,38.0,-0.1555555555555555,0.016681948744379,-0.0070441772545796,151.0,-0.396,1775.0,-0.1485177012376475,26.0,-0.8452380952380952,21.0,-0.851063829787234,0.1720957049730823,-0.49752722900303,0.1399981591615942,-0.4215655270193119,1081.0,-0.2239770279971284,270.0,-0.2241379310344827,337850.0,0.0360398347120109,179.29049952402585,0.1404723049508289,2063.0,0.2966687617850407,9221.0,0.2058323525565581,2305.0,0.2061747776033491,35.6,-7.1,30.0,0.1999999999999999,0.0132183596148777,-0.000180465006583,340125.0,-0.0273806119531027,174.81809779787608,0.0659337633966208,391472.25,0.0022010304329738,424500.0,0.1008103727714748,1.011485489872995,0.035990079365884,0.993719203495604,0.0086708602113162,54.7,18.1,0.7102721628833415,-0.3038703969398355,10.947471726114683,3.1482725404194163,594.0,0.7167630057803469,0.0746485700436257,-0.0397448931870467,0.3881661510220327,0.1059497635043846,0.0501682501293493,0.0112277917195627,2022-03-23 17:53:25,0.8061400209987725,24.184200629963176,1.0070281934518135,216.5110615921399,1.0089540360180511,272.4175897248738,1.0128322032045527,152.93766268388748,-0.0326319748014728,-0.1339557536314404,-0.2171908341239259,-0.38824934926445
688137,36420,-2,"Oklahoma City, OK metro area",metro,2022-01-31,2022-02-27,4 weeks,1595.0,0.0198209718670077,398.0,0.0179028132992327,257.0,-0.1137931034482758,64.0,-0.1111111111111111,0.16058326514751,-0.0269402612783817,233751.2,0.1102613268635315,138.82595644776916,0.1716695088004309,33.7,-1.3,59.0,-0.0327868852459016,0.0265245318128498,0.0021526205512063,405.0,0.1408450704225352,1753.7,-0.0167638483965013,300.0,0.2552301255230125,258.0,0.2835820895522387,0.7373979896335987,0.0667215764962816,0.6339072316448849,0.0741588915106051,1721.0,0.0947837150127226,430.0,0.0941475826972009,247823.7,0.0852810030926238,143.4262646625948,0.1296470586239226,1733.0,-0.1450419338924519,8949.0,-0.1021370522724992,2237.0,-0.1019670814933761,48.1,0.9,35.0,-0.2391304347826086,0.0158596616922687,-0.0021121325483967,296032.7,0.1136559770010301,160.03092410650746,0.1600911238484108,380862.5,0.2067185590261642,379500.0,0.2055209390156149,1.012720730430821,0.0163519739464574,0.9993268248132058,0.0069482145340549,7.5,-7.2,1.020499030067008,0.0668637716235536,5.612166926082038,-1.184766029379043,523.0,0.0805785123966942,0.1367570686670513,0.0153954505121426,0.401493279329987,0.0908806221519714,0.0477182762851794,0.0061797742721905,2022-03-23 17:53:25,0.9871585833932613,34.55055041876415,1.0014427851662064,398.57422849615017,1.0024799212027586,431.06636611718613,0.9953168457200746,403.1033225166302,-0.2489010778529532,0.0193714283789006,0.0968609824864787,0.1355023169482541
692848,41940,-2,"San Jose, CA metro area",metro,2022-01-31,2022-02-27,4 weeks,866.0,-0.1728748806112703,216.0,-0.1724137931034482,51.0,-0.6330935251798561,12.0,-0.6470588235294116,0.0639803854716427,-0.0706153381766604,1394500.0,0.1753055204382638,882.056092945482,0.1827299484799966,24.0,-1.0,13.0,-0.7111111111111111,0.0125206098925333,-0.0114983869980829,301.0,-0.019543973941368,1598.5,0.0046508704669725,252.0,0.3056994818652849,128.0,0.3473684210526315,0.8370487803183309,0.2086317542343214,0.4247331800337062,0.1139785827225589,1461.0,-0.0658567774936061,365.0,-0.0664961636828644,1330697.0,0.0940982528263103,829.9877961923283,0.0971866203621249,755.0,-0.5071801566579635,4313.0,-0.4302509907529722,1078.0,-0.4302325581395348,9.5,-12.7,13.0,-0.4799999999999999,0.0121999245832399,-0.0011766391801321,1312247.5,0.0944516263552961,816.1609322785368,0.1014043664166444,1340222.0,0.0113379369256043,1478875.0,0.1287209343149482,1.158574657152725,0.1060582153481239,1.1193489106022536,0.0773900826437592,8.5,-8.699999999999998,1.4285191235035846,0.2354644169262019,5.154995123925758,-2.2532008248344813,329.0,-0.1955990220048899,0.0728476821192052,-0.0459512734943717,0.8069344976239352,0.1487572563879704,0.0757359696705066,0.0166002657197487,2022-03-23 17:53:25,0.969618649909804,12.605042448827454,1.0013268343740531,216.28659622479552,1.0105803995832117,368.86184584787225,0.9960408824028189,299.8083056032485,-0.4957983020469017,-0.1713157232766455,-0.0566193200821681,-0.0234257146473989
